,Unnamed: 0,Customer Name,Order Count,Discounts,Sales,Profit,Cluster,ClusterName
302,302,Justin Deggeller,32,25.0,23611.61948,2625.31888,0,High Profit Buyers
303,303,Melanie Seite,33,51.51515151515152,16106.3013,2060.2845,3,Frugal Frequent Buyers
304,304,Suzanne McNair,38,39.47368421052632,12889.08614,1170.85834,3,Frugal Frequent Buyers
305,305,Craig Leslie,34,35.294117647058826,19376.0248,2670.3287,0,High Profit Buyers
306,306,Charles McCrossin,30,53.33333333333334,20155.95942,746.68682,3,Frugal Frequent Buyers
307,307,John Castell,26,46.15384615384615,12295.27204,1858.38624,1,Bargain Hunters
308,308,Lena Hernandez,32,53.125,12939.16928,997.38998,1,Bargain Hunters
309,309,Darrin Van Huff,36,61.111111111111114,22746.33192,616.32492,3,Frugal Frequent Buyers
310,310,Bradley Talbott,31,45.16129032258064,15344.099,1453.6353,3,Frugal Frequent Buyers
311,311,Brian Moss,32,53.125,17458.10208,4385.84518,0,High Profit Buyers
312,312,Mitch Gastineau,35,42.857142857142854,18011.8396,1822.4353,3,Frugal Frequent Buyers
313,313,Roger Barcio,27,48.148148148148145,15306.1556,2879.5411,1,Bargain Hunters
314,314,Frank Carlisle,29,34.48275862068966,12408.4468,2780.7909999999997,2,The Reliable Middle
315,315,Thomas Thornton,28,57.14285714285714,15050.96416,1661.20726,1,Bargain Hunters
316,316,Sarah Jordon,41,46.34146341463415,16068.95068,2511.86098,3,Frugal Frequent Buyers
317,317,Patrick Bzostek,26,53.84615384615385,14863.06974,1743.07944,1,Bargain Hunters
318,318,Robert Waldorf,33,30.303030303030305,12599.138,2137.0023,2,The Reliable Middle
319,319,Dennis Bolton,30,50.0,10611.34436,1922.71686,1,Bargain Hunters
320,320,David Kendrick,36,36.11111111111111,17561.585,2179.1377,3,Frugal Frequent Buyers
321,321,Mark Packer,28,57.14285714285714,12986.9128,2172.9781,1,Bargain Hunters
322,322,Trudy Brown,35,54.285714285714285,15076.9491,1500.6631,3,Frugal Frequent Buyers
323,323,Meg O'Connel,32,37.5,18003.3888,3104.0855,0,High Profit Buyers
324,324,Mathew Reese,27,40.74074074074074,21571.9523,3711.2306,0,High Profit Buyers
325,325,Ruben Ausman,31,35.483870967741936,15938.76708,3320.46868,2,The Reliable Middle
326,326,Mike Gockenbach,27,44.44444444444444,23377.0722,6458.6762,0,High Profit Buyers
327,327,Justin Ellison,27,48.148148148148145,12908.43436,2928.30396,1,Bargain Hunters
328,328,Juliana Krohn,36,44.44444444444444,23134.25284,1798.24734,3,Frugal Frequent Buyers
329,329,Eric Murdock,45,51.11111111111111,28084.40348,3306.01548,0,High Profit Buyers
330,330,Denny Joy,32,46.875,22562.07114,3255.39614,0,High Profit Buyers
331,331,Bobby Odegard,29,37.93103448275862,15027.84252,2556.82472,2,The Reliable Middle
332,332,Luke Weiss,28,50.0,12051.50544,849.3825400000001,1,Bargain Hunters
333,333,Pauline Johnson,29,55.172413793103445,15843.53916,2102.49306,1,Bargain Hunters
334,334,Kunst Miller,26,42.30769230769231,16969.674,2759.1905,2,The Reliable Middle
335,335,Brooke Gillingham,24,54.16666666666666,11212.17038,417.31988,1,Bargain Hunters
336,336,Chad Sievert,26,46.15384615384615,12348.499,-4.0671,1,Bargain Hunters
337,337,Mark Cousins,35,57.14285714285714,16545.25618,2851.25848,3,Frugal Frequent Buyers
338,338,Brian Derr,32,43.75,16919.9613,2792.3093,3,Frugal Frequent Buyers
339,339,Randy Ferguson,32,40.625,16599.2978,3093.955,0,High Profit Buyers
340,340,Kristen Hastings,43,44.18604651162791,19854.4741,2370.5742,3,Frugal Frequent Buyers
341,341,Cindy Chapman,37,40.54054054054054,20869.68146,4034.85446,0,High Profit Buyers
342,342,Larry Tron,33,30.303030303030305,18619.11294,4213.65294,0,High Profit Buyers
343,343,Barbara Fisher,30,50.0,9835.0112,1833.7316,1,Bargain Hunters
344,344,Caroline Jumper,28,57.14285714285714,19579.5646,2417.592,3,Frugal Frequent Buyers
345,345,Sally Hughsby,36,52.777777777777786,18951.65694,1795.36144,3,Frugal Frequent Buyers
346,346,Sara Luxemburg,45,26.66666666666667,16832.471,1899.9305,0,High Profit Buyers
347,347,Jennifer Braxton,39,43.58974358974359,15257.5339,2451.8621,3,Frugal Frequent Buyers
348,348,Tim Brockman,41,43.90243902439025,19100.9267,3065.7062,0,High Profit Buyers
349,349,Paul Stevenson,36,36.11111111111111,19618.35282,1834.19372,3,Frugal Frequent Buyers
350,350,Brenda Bowman,31,54.83870967741936,16004.79988,1738.84688,3,Frugal Frequent Buyers
351,351,Susan Pistek,31,38.70967741935484,29020.60386,6484.40726,0,High Profit Buyers
352,352,Dean percer,33,24.24242424242424,22834.91032,3959.16412,0,High Profit Buyers
353,353,Gary Zandusky,41,43.90243902439025,24705.325,3742.4389,0,High Profit Buyers
354,354,Adam Hart,41,43.90243902439025,21718.20142,1902.03342,3,Frugal Frequent Buyers
355,355,Cassandra Brandow,29,37.93103448275862,13526.2086,208.8285,2,The Reliable Middle
356,356,Sample Company A,36,50.0,19125.07302,18.42532000000012,3,Frugal Frequent Buyers
357,357,Scot Coram,28,50.0,22127.775,3071.368,0,High Profit Buyers
358,358,Jill Stevenson,23,60.86956521739131,10141.3295,-161.19350000000006,1,Bargain Hunters
359,359,Bill Stewart,27,66.66666666666666,18775.4363,1815.0301,1,Bargain Hunters
360,360,Jack Lebron,39,53.84615384615385,18673.89914,1040.17754,3,Frugal Frequent Buyers
361,361,Adam Shillingsburg,34,50.0,15444.67672,1421.27412,3,Frugal Frequent Buyers
362,362,Ed Ludwig,34,35.294117647058826,14207.254,1155.5394,2,The Reliable Middle
363,363,Frank Hawley,27,44.44444444444444,13682.63,3547.5756,2,The Reliable Middle
364,364,Olvera Toch,36,44.44444444444444,19758.81566,1831.00136,3,Frugal Frequent Buyers
365,365,Sean Miller,27,48.148148148148145,35170.93296,-409.70634,3,Frugal Frequent Buyers
366,366,Peter McVee,26,23.076923076923077,11286.9559,1018.6376,2,The Reliable Middle
367,367,Tom Stivers,29,48.275862068965516,15344.9966,2364.9883,1,Bargain Hunters
368,368,Lynn Smith,29,34.48275862068966,11712.139,1498.1314,2,The Reliable Middle
369,369,Candace McMahon,28,60.71428571428571,14794.6744,-2798.7906,1,Bargain Hunters
370,370,Frank Gastineau,26,46.15384615384615,9704.7165,1034.1122,1,Bargain Hunters
371,371,Kristina Nunn,24,50.0,10715.636,1698.5085,1,Bargain Hunters
372,372,Tracy Blumstein,43,55.81395348837209,20708.28272,257.3616199999999,3,Frugal Frequent Buyers
373,373,Keith Herrera,32,21.875,16884.736,2196.8332,2,The Reliable Middle
374,374,Denise Leinenbach,37,40.54054054054054,17940.981,2747.4922,0,High Profit Buyers
375,375,Katherine Nockton,32,53.125,19668.86634,4145.19254,0,High Profit Buyers
376,376,Susan Vittorini,31,61.29032258064516,15685.4387,668.4789000000001,1,Bargain Hunters
377,377,Michael Dominguez,33,51.51515151515152,22429.16074,3772.40044,0,High Profit Buyers
378,378,Luke Schmidt,28,53.57142857142857,15599.39722,1653.96822,1,Bargain Hunters
379,379,Chuck Magee,28,57.14285714285714,13713.28608,1476.65568,1,Bargain Hunters
380,380,Saphhira Shifley,39,51.28205128205128,23630.23104,-612.3282600000002,3,Frugal Frequent Buyers
381,381,Gary Hwang,39,46.15384615384615,24625.593,3908.1151,0,High Profit Buyers
382,382,Todd Sumrall,37,43.24324324324324,27775.262,5093.9654,0,High Profit Buyers
383,383,Duane Huffman,29,37.93103448275862,12479.1525,2151.1435,2,The Reliable Middle
384,384,Muhammed MacIntyre,32,31.25,10720.999,2166.4666,2,The Reliable Middle
385,385,Art Ferguson,43,44.18604651162791,28187.3405,2278.3037000000004,0,High Profit Buyers
386,386,Tony Sayre,31,58.06451612903226,19737.3623,2149.3462,3,Frugal Frequent Buyers
387,387,Brendan Murry,34,41.17647058823529,12055.31508,282.13467999999995,2,The Reliable Middle
388,388,Andrew Gjertsen,38,52.63157894736842,16384.302059999998,2642.21386,3,Frugal Frequent Buyers
389,389,Steven Ward,38,39.47368421052632,25668.486,2794.7316,0,High Profit Buyers
390,390,Sally Knutson,26,50.0,13291.82952,2975.51382,1,Bargain Hunters
391,391,Arthur Gainer,32,53.125,19873.64176,1733.24716,3,Frugal Frequent Buyers
392,392,Astrea Jones,27,44.44444444444444,13262.74948,2531.35798,2,The Reliable Middle
393,393,Marc Crier,37,51.35135135135135,15981.0925,2113.4819,3,Frugal Frequent Buyers
394,394,Elpida Rittenbach,26,34.61538461538461,17132.296,2585.7182,2,The Reliable Middle
395,395,Ed Jacobs,29,37.93103448275862,10697.404,1209.9476,2,The Reliable Middle
396,396,Harold Engle,33,33.33333333333333,10993.81722,1710.43802,2,The Reliable Middle
397,397,Kean Thornton,26,42.30769230769231,8360.392100000001,-617.9192,1,Bargain Hunters
398,398,Sarah Bern,18,61.111111111111114,14598.174,2366.9598,1,Bargain Hunters
399,399,Eugene Moren,34,44.11764705882353,23408.08226,3624.25176,0,High Profit Buyers
400,400,Valerie Takahito,30,56.66666666666666,19370.7481,1090.7832,3,Frugal Frequent Buyers
401,401,John Stevenson,25,52.0,12189.0971,491.3969,1,Bargain Hunters
402,402,Becky Castell,32,46.875,15185.489,2485.9604,3,Frugal Frequent Buyers
403,403,Nicole Fjeld,26,57.692307692307686,12267.23752,1371.54862,1,Bargain Hunters
404,404,Rob Haberlin,29,37.93103448275862,7970.16556,1222.37166,2,The Reliable Middle
405,405,Carlos Soltero,36,63.888888888888886,14937.04334,-1000.07596,3,Frugal Frequent Buyers
406,406,Chris McAfee,26,50.0,11620.621,1887.6977,1,Bargain Hunters
407,407,Laurel Workman,30,30.0,10872.60924,1148.80494,2,The Reliable Middle
408,408,Rob Dowd,38,26.31578947368421,21483.5079,3919.9697,0,High Profit Buyers
409,409,Brian Thompson,26,42.30769230769231,14895.1231,1795.5495,2,The Reliable Middle
410,410,Charles Crestani,30,40.0,13348.8466,1307.7991,2,The Reliable Middle
411,411,Xylona Preis,28,39.28571428571429,12198.9506,1304.7226,2,The Reliable Middle
412,412,Maris LaWare,32,50.0,15174.8383,1154.1428,3,Frugal Frequent Buyers
413,413,Quincy Jones,27,40.74074074074074,18579.9741,2243.1929,2,The Reliable Middle
414,414,Richard Eichhorn,30,40.0,16339.18824,2391.4116400000003,2,The Reliable Middle
415,415,Cathy Prescott,32,40.625,19769.5819,1750.5737,3,Frugal Frequent Buyers
416,416,Joe Kamberova,40,40.0,26688.762,4373.5003,0,High Profit Buyers
417,417,Anemone Ratner,27,40.74074074074074,11489.92732,1994.65032,2,The Reliable Middle
418,418,Erica Hernandez,34,44.11764705882353,13004.6121,794.6512999999999,3,Frugal Frequent Buyers
419,419,Jocasta Rupert,23,60.86956521739131,11241.48276,932.52776,1,Bargain Hunters
420,420,Paul Lucas,23,47.82608695652174,15015.9286,2006.5049,1,Bargain Hunters
421,421,Theresa Coyne,32,50.0,22219.86906,3359.81226,0,High Profit Buyers
422,422,Dorris liebe,29,41.37931034482759,14721.8194,1851.7062,2,The Reliable Middle
423,423,Nathan Cano,24,45.83333333333333,10759.22,-724.9872000000001,1,Bargain Hunters
424,424,Eric Barreto,27,37.03703703703704,11967.4679,2091.7421,2,The Reliable Middle
425,425,Daniel Lacy,28,50.0,12196.6768,1108.44,1,Bargain Hunters
426,426,Frank Merwin,38,50.0,16385.02922,2601.29072,3,Frugal Frequent Buyers
427,427,David Philippe,31,61.29032258064516,23729.23412,834.53052,3,Frugal Frequent Buyers
428,428,Clytie Kelty,34,44.11764705882353,17143.14618,2373.63598,3,Frugal Frequent Buyers
429,429,Cari MacIntyre,36,47.222222222222214,21606.226,2484.686,3,Frugal Frequent Buyers
430,430,Paul Prost,33,45.45454545454545,22243.2456,2687.733,0,High Profit Buyers
431,431,Maria Etezadi,39,33.33333333333333,26247.217,3418.5584999999996,0,High Profit Buyers
432,432,Cindy Schnelling,32,50.0,12774.6265,188.87189999999995,1,Bargain Hunters
433,433,Gary Hansen,43,44.18604651162791,15269.81598,613.80548,3,Frugal Frequent Buyers
434,434,Matthew Clasen,38,28.947368421052634,21808.7967,3643.2892,0,High Profit Buyers
435,435,Liz MacKendrick,21,42.857142857142854,15529.853,1868.151,2,The Reliable Middle
436,436,Andrew Roberts,38,28.947368421052634,16916.52336,3561.75886,0,High Profit Buyers
437,437,Jonathan Howell,39,43.58974358974359,16546.7117,705.0602000000001,3,Frugal Frequent Buyers
438,438,Emily Grady,31,45.16129032258064,23112.30168,2604.23728,0,High Profit Buyers
439,439,Ann Steele,29,48.275862068965516,11815.9495,2091.0534,1,Bargain Hunters
440,440,Carl Ludwig,37,37.83783783783784,18183.15636,-164.26294000000007,3,Frugal Frequent Buyers
441,441,Christina Anderson,37,24.324324324324326,21837.3069,3662.118,0,High Profit Buyers
442,442,Philip Fox,41,46.34146341463415,18026.4847,1908.8786,3,Frugal Frequent Buyers
443,443,Darren Budd,15,53.33333333333334,9679.2392,586.9649,1,Bargain Hunters
444,444,Clay Ludtke,35,42.857142857142854,19783.77188,1323.42898,3,Frugal Frequent Buyers
445,445,Maureen Fritzler,30,53.33333333333334,13528.44134,1420.88584,1,Bargain Hunters
446,446,Ionia McGrath,21,47.61904761904761,9479.78976,2447.97986,1,Bargain Hunters
447,447,Erica Bern,40,52.5,16119.2213,3030.7344,3,Frugal Frequent Buyers
448,448,Alex Avila,24,37.5,15990.669,983.2564999999998,2,The Reliable Middle
449,449,Mark Van Huff,31,48.38709677419355,11515.9033,1810.6391,1,Bargain Hunters
450,450,Joni Wasserman,31,45.16129032258064,10948.6287,657.1068,1,Bargain Hunters
451,451,Troy Staebel,33,51.51515151515152,22577.09,1719.5679,3,Frugal Frequent Buyers
452,452,Matt Collins,41,46.34146341463415,17900.84106,1749.34736,3,Frugal Frequent Buyers
453,453,Jennifer Ferguson,33,42.42424242424242,22944.48588,2666.84548,0,High Profit Buyers
454,454,Alan Hwang,37,43.24324324324324,23642.85018,4342.37078,0,High Profit Buyers
455,455,Katherine Ducich,21,23.809523809523807,11693.5004,2428.8306,2,The Reliable Middle
456,456,Paul Gonzalez,34,44.11764705882353,15922.9882,1620.1805,3,Frugal Frequent Buyers
457,457,Heather Kirkland,32,50.0,15543.4091,2494.9302,3,Frugal Frequent Buyers
458,458,Ralph Ritter,25,40.0,13585.89038,2838.98338,2,The Reliable Middle
459,459,Hilary Holden,26,30.76923076923077,15229.30782,2432.32402,2,The Reliable Middle
460,460,Stefanie Holloman,29,34.48275862068966,14205.7258,1978.1796,2,The Reliable Middle
461,461,Anthony Rawles,42,50.0,17339.9476,3117.6468,3,Frugal Frequent Buyers
462,462,Roy Phan,33,54.54545454545454,14612.2234,138.85420000000008,3,Frugal Frequent Buyers
463,463,Lisa Ryan,34,50.0,18796.9522,2449.1383,3,Frugal Frequent Buyers
464,464,Christine Kargatis,34,41.17647058823529,13053.19332,1380.71322,2,The Reliable Middle
465,465,Darren Koutras,34,50.0,14905.4005,1287.9167,3,Frugal Frequent Buyers
466,466,Evan Henry,37,48.64864864864865,16378.28382,2281.5105200000003,3,Frugal Frequent Buyers
467,467,Marina Lichtenstein,32,31.25,15556.47948,1284.23268,2,The Reliable Middle
468,468,Benjamin Farhat,31,58.06451612903226,13367.8575,641.3188,1,Bargain Hunters
469,469,Clay Rozendal,24,45.83333333333333,11757.5765,1945.9958,1,Bargain Hunters
470,470,Kean Nguyen,33,54.54545454545454,18061.9801,2257.2164,3,Frugal Frequent Buyers
471,471,Hallie Redmond,26,46.15384615384615,15677.251,1705.2724,1,Bargain Hunters
472,472,Cyma Kinney,38,31.57894736842105,10590.7544,525.3842999999999,2,The Reliable Middle
473,473,Edward Nazzal,28,57.14285714285714,7068.7724,237.69949999999997,1,Bargain Hunters
474,474,Amy Hunt,24,54.16666666666666,9198.65668,718.33498,1,Bargain Hunters
475,475,Angele Hood,29,37.93103448275862,11358.1131,1610.0721,2,The Reliable Middle
476,476,Richard Bierner,34,44.11764705882353,14797.22952,-1125.65658,3,Frugal Frequent Buyers
477,477,Andy Gerbode,27,51.85185185185184,11339.639,169.38969999999992,1,Bargain Hunters
478,478,Alex Russell,34,41.17647058823529,16466.8682,2290.6598,3,Frugal Frequent Buyers
479,479,Tiffany House,36,50.0,16797.599000000002,1656.287,3,Frugal Frequent Buyers
480,480,Liz Thompson,31,54.83870967741936,21221.76716,3146.42816,3,Frugal Frequent Buyers
481,481,Harold Dahlen,35,48.57142857142857,20074.7482,2631.1922,3,Frugal Frequent Buyers
482,482,Michelle Huthwaite,28,46.42857142857143,12849.1285,861.1837,1,Bargain Hunters
483,483,Charlotte Melton,28,46.42857142857143,12826.54222,117.79151999999996,1,Bargain Hunters
484,484,Russell Applegate,29,48.275862068965516,21395.85342,2164.19772,3,Frugal Frequent Buyers
485,485,Erica Smith,38,36.84210526315789,14720.05094,3127.37644,0,High Profit Buyers
486,486,Craig Carroll,24,50.0,16817.9562,2249.8603000000003,1,Bargain Hunters
487,487,Irene Maddox,33,48.48484848484848,19918.16712,-680.3041800000001,3,Frugal Frequent Buyers
488,488,Dianna Arnett,28,46.42857142857143,15247.41826,-297.83133999999995,1,Bargain Hunters
489,489,Shahid Shariari,37,37.83783783783784,18107.94198,131.51118000000005,3,Frugal Frequent Buyers
490,490,Sean Wendt,30,53.33333333333334,8167.703439999999,1031.54774,1,Bargain Hunters
491,491,Maribeth Yedwab,30,50.0,16469.7212,3559.5073,0,High Profit Buyers
492,492,Henry Goldwyn,38,47.368421052631575,17165.2746,-1597.5109,3,Frugal Frequent Buyers
493,493,Debra Catini,26,50.0,16964.6539,865.3341,1,Bargain Hunters
494,494,Delfina Latchford,33,39.39393939393939,20252.4705,2798.5357,0,High Profit Buyers
495,495,Jay Kimmel,31,51.61290322580645,13400.96604,1550.04784,1,Bargain Hunters
496,496,Cathy Hwang,26,38.46153846153846,15668.17456,2671.50966,2,The Reliable Middle
497,497,Mark Haberlin,32,37.5,11302.8258,1552.0084,2,The Reliable Middle
498,498,Michael Chen,35,42.857142857142854,15939.61202,1213.00542,3,Frugal Frequent Buyers
499,499,Pauline Webber,37,45.94594594594595,13891.06046,1944.80136,3,Frugal Frequent Buyers
500,500,Brendan Sweed,25,40.0,12178.03602,2045.68872,2,The Reliable Middle
501,501,Denny Ordway,42,35.714285714285715,18796.6155,4137.6354,0,High Profit Buyers
502,502,Susan Gilcrest,27,59.25925925925925,12685.08186,541.3085599999999,1,Bargain Hunters
503,503,Stephanie Ulpright,28,50.0,10773.594,510.2519,1,Bargain Hunters
504,504,Thomas Brumley,21,33.33333333333333,11801.84152,2052.3113200000003,2,The Reliable Middle
505,505,Victoria Pisteka,31,41.935483870967744,18551.2255,2390.8627,3,Frugal Frequent Buyers
506,506,Lena Radford,29,44.827586206896555,22902.74156,3371.71596,0,High Profit Buyers
507,507,Tracy Hopkins,30,43.33333333333334,13092.7363,-733.7475000000002,1,Bargain Hunters
508,508,Janet Lee,26,53.84615384615385,20477.10164,4730.68904,0,High Profit Buyers
509,509,Ralph Kennedy,28,57.14285714285714,14000.04458,-1555.78942,1,Bargain Hunters
510,510,Craig Carreira,31,51.61290322580645,11496.6099,-280.9817,1,Bargain Hunters
511,511,Dorothy Badders,24,62.5,10386.3324,1242.2766,1,Bargain Hunters
512,512,Michael Granlund,29,48.275862068965516,13181.3769,-999.7799,1,Bargain Hunters
513,513,Matt Abelman,28,60.71428571428571,12441.95788,519.90348,1,Bargain Hunters
514,514,Dave Hallsten,34,38.23529411764706,16192.3601,1681.8685,2,The Reliable Middle
515,515,Bill Tyler,26,50.0,11796.377,2544.9303,1,Bargain Hunters
516,516,Tim Taslimi,26,34.61538461538461,9779.68,1284.8362,2,The Reliable Middle
517,517,Vivek Gonzalez,29,48.275862068965516,10294.7785,-364.4247,1,Bargain Hunters
518,518,Natalie Webber,33,48.48484848484848,22373.56906,3821.53806,0,High Profit Buyers
519,519,Victor Preis,31,48.38709677419355,12061.269,2232.7958,1,Bargain Hunters
520,520,Joe Elijah,40,55.00000000000001,22455.5689,3620.8885,0,High Profit Buyers
521,521,Alejandro Grove,31,22.58064516129032,13417.21022,2602.57212,2,The Reliable Middle
522,522,Ben Wallace,31,51.61290322580645,14968.18508,2352.20638,3,Frugal Frequent Buyers
523,523,Eileen Kiefer,23,47.82608695652174,7128.4292,765.4778,1,Bargain Hunters
524,524,Sandra Glassco,23,47.82608695652174,11853.2314,2883.7084,1,Bargain Hunters
525,525,Steven Cartwright,36,44.44444444444444,16919.91808,2066.03938,3,Frugal Frequent Buyers
526,526,Brian Dahlen,23,43.47826086956522,9892.30214,1425.66744,1,Bargain Hunters
527,527,Peter Bühler,20,55.00000000000001,9895.989,1936.1847,1,Bargain Hunters
528,528,Sonia Cooley,33,45.45454545454545,10013.4443,938.0016,1,Bargain Hunters
529,529,Chris Cortes,43,41.86046511627907,11482.9148,2505.8886,3,Frugal Frequent Buyers
530,530,Annie Zypern,28,46.42857142857143,11871.078,924.3603,1,Bargain Hunters
531,531,Ivan Gibson,35,34.285714285714285,16149.37398,1911.16818,2,The Reliable Middle
532,532,Sung Pak,28,67.85714285714286,13498.08846,1750.68106,1,Bargain Hunters
533,533,Kalyca Meade,20,40.0,8645.9146,369.5323,1,Bargain Hunters
534,534,Michelle Moray,30,50.0,13088.498,1262.7827,1,Bargain Hunters
535,535,Raymond Buch,29,41.37931034482759,29602.1426,8453.049500000001,0,High Profit Buyers
536,536,Steve Nguyen,27,51.85185185185184,13406.18056,2384.85126,1,Bargain Hunters
537,537,Jack Garza,28,39.28571428571429,15709.50388,-922.26102,2,The Reliable Middle
538,538,Carl Jackson,27,48.148148148148145,13970.26496,1957.42696,1,Bargain Hunters
539,539,Andy Yotov,27,25.92592592592592,8543.03044,2290.97634,2,The Reliable Middle
540,540,Benjamin Venier,25,60.0,21365.942,2819.7504,1,Bargain Hunters
541,541,George Zrebassa,30,40.0,15292.1188,4105.5978000000005,0,High Profit Buyers
542,542,Parhena Norris,38,36.84210526315789,12892.57522,2205.4628199999997,2,The Reliable Middle
543,543,Stuart Calhoun,25,48.0,11410.5646,1276.3538,1,Bargain Hunters
544,544,Ann Chong,36,52.777777777777786,15028.15648,880.1277800000001,3,Frugal Frequent Buyers
545,545,Victoria Brennan,25,52.0,10744.68,908.5638,1,Bargain Hunters
546,546,Tonja Turnell,39,43.58974358974359,20081.79746,2230.78936,3,Frugal Frequent Buyers
547,547,Alyssa Crouse,32,40.625,12297.3697,444.03550000000007,2,The Reliable Middle
548,548,Catherine Glotzbach,24,62.5,4115.208,-246.83939999999996,1,Bargain Hunters
549,549,Toby Ritter,24,37.5,12428.90306,2436.90546,2,The Reliable Middle
550,550,Shaun Chance,29,58.62068965517241,9606.51626,357.01935999999995,1,Bargain Hunters
551,551,Beth Thompson,34,32.35294117647059,11627.78,863.9258,2,The Reliable Middle
552,552,Joni Blumstein,27,40.74074074074074,13337.37896,1130.50616,2,The Reliable Middle
553,553,Giulietta Weimer,33,36.36363636363637,18070.2805,1199.0592,2,The Reliable Middle
554,554,Edward Hooks,38,52.63157894736842,21270.298,671.1933999999999,3,Frugal Frequent Buyers
555,555,Yana Sorensen,31,29.03225806451613,20032.438,3450.4063,0,High Profit Buyers
556,556,Frank Olsen,46,39.130434782608695,17772.661500000002,3023.7504,0,High Profit Buyers
557,557,Karen Bern,34,35.294117647058826,11846.018,2319.0706,2,The Reliable Middle
558,558,Kelly Andreada,41,39.02439024390244,18879.78412,1401.39752,3,Frugal Frequent Buyers
559,559,John Dryer,29,62.068965517241374,11590.82176,-1198.71274,1,Bargain Hunters
560,560,John Lucas,25,52.0,10501.278,354.2466,1,Bargain Hunters
561,561,Julia West,28,42.857142857142854,20599.983,2950.0157,0,High Profit Buyers
562,562,Lauren Leatherbury,34,35.294117647058826,14936.93606,894.9398600000001,2,The Reliable Middle
563,563,Thea Hendricks,29,51.724137931034484,15541.0626,1952.4961,1,Bargain Hunters
564,564,Nathan Gelder,35,34.285714285714285,22720.24354,4211.22484,0,High Profit Buyers
565,565,Ken Dana,26,61.53846153846154,12554.42362,1750.72552,1,Bargain Hunters
566,566,Matt Connell,27,44.44444444444444,13227.6119,1366.9685,1,Bargain Hunters
567,567,Jim Karlsson,34,32.35294117647059,17119.1711,3976.3416,0,High Profit Buyers
568,568,Liz Pelletier,29,55.172413793103445,9463.3275,-265.57719999999995,1,Bargain Hunters
569,569,Mary O'Rourke,29,62.068965517241374,11125.2782,519.0088999999999,1,Bargain Hunters
570,570,MaryBeth Skach,32,46.875,14791.84836,1987.37916,3,Frugal Frequent Buyers
571,571,George Ashbrook,31,45.16129032258064,13807.06132,792.3443199999999,3,Frugal Frequent Buyers
572,572,Christine Sundaresam,38,42.10526315789473,10548.057,-1.1518000000000164,3,Frugal Frequent Buyers
573,573,Gene McClure,27,40.74074074074074,11002.55562,1553.25212,2,The Reliable Middle
574,574,Michael Nguyen,27,51.85185185185184,15046.26412,1392.17082,1,Bargain Hunters
575,575,Justin MacKendrick,32,46.875,9026.0566,1519.7949999999998,1,Bargain Hunters
576,576,Doug Bickford,31,35.483870967741936,12855.6088,2967.6800000000003,2,The Reliable Middle
577,577,Paul Knutson,20,55.00000000000001,8231.03756,-308.48943999999995,1,Bargain Hunters
578,578,Linda Southworth,32,53.125,13146.15176,-67.85193999999997,1,Bargain Hunters
579,579,Mick Crebagga,34,50.0,12013.0866,336.1498,3,Frugal Frequent Buyers
580,580,Eric Hoffmann,36,30.555555555555557,10351.42602,2250.05482,2,The Reliable Middle
581,581,Linda Cazamias,34,50.0,16741.38396,2273.42396,3,Frugal Frequent Buyers
582,582,Michelle Arnett,32,31.25,11934.45734,1102.67554,2,The Reliable Middle
583,583,Stephanie Phelps,29,55.172413793103445,11148.76344,1682.80564,1,Bargain Hunters
584,584,Jennifer Halladay,40,47.5,12689.6723,1590.6942,3,Frugal Frequent Buyers
585,585,Max Ludwig,35,45.714285714285715,15533.6044,1837.7616,3,Frugal Frequent Buyers
586,586,Pamela Coakley,25,52.0,11940.05644,-420.10256,1,Bargain Hunters
587,587,Katrina Edelman,35,62.857142857142854,13551.13872,1286.54742,3,Frugal Frequent Buyers
588,588,Steve Carroll,34,41.17647058823529,19821.84528,1708.79308,3,Frugal Frequent Buyers
589,589,John Grady,40,42.5,22223.7662,3280.7801,0,High Profit Buyers
590,590,Philisse Overcash,33,33.33333333333333,17984.2395,2175.7896,2,The Reliable Middle
591,591,Guy Armstrong,28,64.28571428571429,10278.3415,771.9774,1,Bargain Hunters
592,592,Guy Thornton,31,38.70967741935484,9059.28452,784.17932,2,The Reliable Middle
593,593,Patrick Ryan,34,61.76470588235295,14329.26082,409.12542,3,Frugal Frequent Buyers
594,594,Anthony Garverick,34,44.11764705882353,11684.3115,175.3065,3,Frugal Frequent Buyers
595,595,Sanjit Engle,39,38.46153846153846,30146.33502,6015.78392,0,High Profit Buyers
596,596,Julia Barnett,34,38.23529411764706,17086.93168,249.04518000000004,3,Frugal Frequent Buyers
597,597,Jas O'Carroll,25,28.000000000000004,8818.4151,1905.7893,2,The Reliable Middle
598,598,Liz Preis,30,43.33333333333334,16609.511599999998,2122.698,2,The Reliable Middle
599,599,Eva Jacobs,27,48.148148148148145,14956.8346,2794.5691,1,Bargain Hunters
600,600,Victoria Wilson,35,48.57142857142857,17038.5434,294.38090000000005,3,Frugal Frequent Buyers
601,601,Gary Mitchum,21,42.857142857142854,11012.079,2872.1064,2,The Reliable Middle
602,602,Susan MacKendrick,20,25.0,8630.4744,1528.2749,2,The Reliable Middle
603,603,Arthur Wiediger,26,46.15384615384615,11013.01356,2680.96696,1,Bargain Hunters
604,604,Jennifer Patt,36,47.222222222222214,14210.38782,2079.42932,3,Frugal Frequent Buyers
