Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
CA-2012-138954,2012-11-15,11/17/12,First Class,MH-17785,Maya Herman,Corporate,New York City,New York,United States,10035.0,US,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,0.0,20.5755,18.94,Critical
CA-2012-102281,2012-10-12,10/14/12,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,United States,10035.0,US,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0.0,20.0928,18.15,Critical
CA-2012-131338,2012-08-09,8/12/12,First Class,NP-18325,Naresj Patel,Consumer,New York City,New York,United States,10024.0,US,East,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,382.806,9,0.4,-153.1224,18.15,Medium
IT-2012-2666705,2012-08-23,8/29/12,Standard Class,SR-20425,Sharelle Roach,Home Office,London,England,United Kingdom,,EU,North,OFF-FA-10004424,Office Supplies,Fasteners,"Advantus Clamps, 12 Pack",151.632,9,0.1,9.882,18.01,Low
CA-2012-165624,2012-08-23,8/28/12,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,United States,30318.0,US,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9,0.0,47.8629,17.94,Medium
IT-2012-2666705,2012-08-23,8/29/12,Standard Class,SR-20425,Sharelle Roach,Home Office,London,England,United Kingdom,,EU,North,OFF-AR-10001216,Office Supplies,Art,"BIC Pencil Sharpener, Easy-Erase",131.76,5,0.1,-7.44,17.17,Low
ES-2012-2110783,2012-12-28,1/3/13,Standard Class,NF-18385,Natalie Fritzler,Consumer,London,England,United Kingdom,,EU,North,OFF-SU-10002451,Office Supplies,Supplies,"Elite Letter Opener, High Speed",168.21,7,0.1,59.64,16.76,Medium
CA-2012-120915,2012-09-28,10/3/12,Second Class,JJ-15445,Jennifer Jackson,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0.0,89.3142,16.11,Medium
CA-2012-108665,2012-07-06,7/10/12,Standard Class,KM-16225,Kalyca Meade,Corporate,New York City,New York,United States,10011.0,US,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0.0,63.8862,15.93,High
ES-2012-5859259,2012-08-13,8/14/12,First Class,SE-20110,Sanjit Engle,Consumer,London,England,United Kingdom,,EU,North,OFF-PA-10004480,Office Supplies,Paper,"Eaton Cards & Envelopes, Recycled",81.162,2,0.1,36.042,15.39,Critical
IT-2012-5647122,2012-10-30,11/5/12,Standard Class,AB-10255,Alejandro Ballentine,Home Office,London,England,United Kingdom,,EU,North,OFF-AR-10004825,Office Supplies,Art,"BIC Canvas, Fluorescent",148.392,3,0.1,41.202,14.97,Low
CA-2012-114811,2012-11-08,11/8/12,Same Day,KD-16495,Keith Dawkins,Corporate,New York City,New York,United States,10024.0,US,East,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,67.15,5,0.0,16.7875,14.54,Medium
ES-2012-5325598,2012-05-22,5/27/12,Second Class,KD-16495,Keith Dawkins,Corporate,London,England,United Kingdom,,EU,North,TEC-AC-10003533,Technology,Accessories,"SanDisk Mouse, Bluetooth",103.437,3,0.1,1.107,14.2,High
US-2012-126977,2012-09-17,9/23/12,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0.0,217.767,14.13,Medium
CA-2012-108665,2012-07-06,7/10/12,Standard Class,KM-16225,Kalyca Meade,Corporate,New York City,New York,United States,10011.0,US,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,0.0,2.499,13.57,High
CA-2012-132465,2012-09-11,9/15/12,Second Class,DM-13525,Don Miller,Corporate,New York City,New York,United States,10035.0,US,East,OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,78.8,1,0.0,1.576,13.4,Medium
CA-2012-102281,2012-10-12,10/14/12,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,United States,10035.0,US,East,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,8,0.0,24.8832,13.38,Critical
CA-2012-103177,2012-05-30,6/1/12,First Class,EN-13780,Edward Nazzal,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3,0.0,3.8655,13.37,High
ES-2012-5808020,2012-02-14,2/19/12,Second Class,ND-18370,Natalie DeCherney,Consumer,London,England,United Kingdom,,EU,North,OFF-EN-10002013,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint",59.184,4,0.1,26.304,13.14,High
CA-2012-100454,2012-11-20,11/25/12,Standard Class,BM-11650,Brian Moss,Corporate,New York City,New York,United States,10035.0,US,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,4,0.2,9.3024,12.92,Medium
CA-2012-165624,2012-08-23,8/28/12,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0.0,152.0232,12.68,Medium
US-2012-109015,2012-09-06,9/12/12,Standard Class,BS-11590,Brendan Sweed,Corporate,New York City,New York,United States,10011.0,US,East,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,337.98,2,0.0,101.394,12.63,Medium
US-2012-126977,2012-09-17,9/23/12,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4228.704,6,0.2,158.5764,12.26,Medium
CA-2012-159534,2012-03-20,3/23/12,First Class,DH-13075,Dave Hallsten,Corporate,New York City,New York,United States,10035.0,US,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",83.92,4,0.0,20.1408,12.13,High
CA-2012-128013,2012-08-09,8/16/12,Standard Class,MF-18250,Monica Federle,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.12,3,0.0,69.1776,11.85,Medium
US-2012-104185,2012-09-03,9/8/12,Second Class,JB-15400,Jennifer Braxton,Corporate,New York City,New York,United States,10009.0,US,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,120.33,1,0.0,31.2858,11.79,Medium
IT-2012-2666705,2012-08-23,8/29/12,Standard Class,SR-20425,Sharelle Roach,Home Office,London,England,United Kingdom,,EU,North,OFF-SU-10001808,Office Supplies,Supplies,"Elite Shears, High Speed",126.927,3,0.1,12.627,11.63,Low
CA-2012-120810,2012-07-23,7/27/12,Standard Class,TH-21550,Tracy Hopkins,Home Office,New York City,New York,United States,10009.0,US,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3,0.0,50.2398,11.26,Medium
ES-2012-5419499,2012-03-17,3/21/12,Second Class,AA-10480,Andrew Allen,Consumer,London,England,United Kingdom,,EU,North,OFF-LA-10004737,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set",88.128,8,0.1,27.408,11.21,High
ES-2012-1217718,2012-11-27,12/2/12,Standard Class,MS-17980,Michael Stewart,Corporate,London,England,United Kingdom,,EU,North,TEC-MA-10003856,Technology,Machines,"Okidata Calculator, Red",133.488,3,0.1,28.098,10.98,Medium
US-2012-156797,2012-08-11,8/15/12,Standard Class,PO-19180,Philisse Overcash,Home Office,New York City,New York,United States,10035.0,US,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,138.0,2,0.0,34.5,10.96,Medium
MX-2012-154249,2012-11-26,11/30/12,Standard Class,AP-10915,Arthur Prichep,Consumer,Santa Clara,Villa Clara,Cuba,,LATAM,Caribbean,OFF-SU-10001421,Office Supplies,Supplies,"Acme Shears, Easy Grip",137.44,4,0.0,35.68,10.84,Medium
CA-2012-138954,2012-11-15,11/17/12,First Class,MH-17785,Maya Herman,Corporate,New York City,New York,United States,10035.0,US,East,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,34.944,6,0.2,11.7936,10.68,Critical
CA-2012-105102,2012-09-15,9/19/12,Second Class,BM-11575,Brendan Murry,Corporate,New York City,New York,United States,10035.0,US,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,3,0.2,29.952,10.38,Medium
ES-2012-4203057,2012-09-06,9/8/12,Second Class,RO-19780,Rose O'Brian,Consumer,London,England,United Kingdom,,EU,North,OFF-BI-10003724,Office Supplies,Binders,"Cardinal Index Tab, Economy",55.188,7,0.1,22.008,10.16,High
ES-2012-4002217,2012-11-27,12/3/12,Standard Class,SC-20230,Scot Coram,Corporate,London,England,United Kingdom,,EU,North,FUR-FU-10001717,Furniture,Furnishings,"Rubbermaid Stacking Tray, Erganomic",99.792,7,0.4,-13.398,10.12,Low
CA-2012-165624,2012-08-23,8/28/12,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,97.88,2,0.0,48.94,10.02,Medium
CA-2012-132080,2012-08-22,8/25/12,First Class,DP-13105,Dave Poirier,Corporate,New York City,New York,United States,10035.0,US,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864,9.69,Critical
ES-2012-1590672,2012-07-13,7/17/12,Standard Class,JC-16105,Julie Creighton,Corporate,London,England,United Kingdom,,EU,North,OFF-BI-10000972,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",54.216,2,0.1,5.376,9.64,High
CA-2012-159534,2012-03-20,3/23/12,First Class,DH-13075,Dave Hallsten,Corporate,New York City,New York,United States,10035.0,US,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237,9.64,High
CA-2012-118843,2012-09-13,9/20/12,Standard Class,JH-15910,Jonathan Howell,Consumer,Atlanta,Georgia,United States,30318.0,US,South,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,3,0.0,12.993,9.48,Medium
ES-2012-4825433,2012-03-16,3/16/12,Same Day,SC-20020,Sam Craven,Consumer,London,England,United Kingdom,,EU,North,OFF-EN-10004775,Office Supplies,Envelopes,"Kraft Manila Envelope, Set of 50",47.682,2,0.1,0.522,9.34,Medium
US-2012-126977,2012-09-17,9/23/12,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96,2,0.0,53.2608,8.9,Medium
CA-2012-112557,2012-04-25,4/28/12,First Class,JL-15850,John Lucas,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0.0,90.8292,8.77,Medium
CA-2012-100454,2012-11-20,11/25/12,Standard Class,BM-11650,Brian Moss,Corporate,New York City,New York,United States,10035.0,US,East,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0.0,16.3215,8.74,Medium
US-2012-126977,2012-09-17,9/23/12,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,0.0,58.7916,8.74,Medium
ES-2012-4002217,2012-11-27,12/3/12,Standard Class,SC-20230,Scot Coram,Corporate,London,England,United Kingdom,,EU,North,TEC-AC-10001904,Technology,Accessories,"Logitech Mouse, Bluetooth",105.408,4,0.1,40.968,8.56,Low
CA-2012-102281,2012-10-12,10/14/12,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,United States,10035.0,US,East,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.567,8.56,Critical
CA-2012-153906,2012-03-16,3/20/12,Standard Class,MS-17980,Michael Stewart,Corporate,New York City,New York,United States,10009.0,US,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,85.9,2,0.0,2.577,8.18,Medium
ES-2012-5578260,2012-07-28,8/1/12,Standard Class,MS-17530,MaryBeth Skach,Consumer,London,England,United Kingdom,,EU,North,TEC-MA-10002435,Technology,Machines,"Epson Receipt Printer, Wireless",315.981,3,0.1,49.131,7.79,Medium
MX-2012-151176,2012-09-20,9/25/12,Standard Class,BF-11215,Benjamin Farhat,Home Office,Santa Clara,Villa Clara,Cuba,,LATAM,Caribbean,OFF-AR-10002824,Office Supplies,Art,"Sanford Markers, Water Color",88.1,5,0.0,22.0,7.63,Medium
ES-2012-2058076,2012-09-20,9/22/12,Second Class,AB-10150,Aimee Bixby,Consumer,London,England,United Kingdom,,EU,North,OFF-FA-10001711,Office Supplies,Fasteners,"Accos Rubber Bands, 12 Pack",43.497,3,0.1,11.097,7.4,High
ES-2012-4193401,2012-12-06,12/11/12,Standard Class,GT-14710,Greg Tran,Consumer,London,England,United Kingdom,,EU,North,OFF-ST-10000288,Office Supplies,Storage,"Fellowes Lockers, Industrial",187.029,1,0.1,70.629,7.29,Medium
MX-2012-168424,2012-09-28,10/2/12,Standard Class,EB-13840,Ellis Ballard,Corporate,Santa Clara,Villa Clara,Cuba,,LATAM,Caribbean,OFF-SU-10002627,Office Supplies,Supplies,"Kleencut Scissors, Serrated",37.98,3,0.0,6.42,7.25,High
CA-2012-124891,2012-07-31,7/31/12,Same Day,RH-19495,Rick Hansen,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44,3,0.0,9.3312,7.24,Critical
US-2012-126977,2012-09-17,9/23/12,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,87.71,7,0.0,41.2237,7.19,Medium
CA-2012-165624,2012-08-23,8/28/12,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,193.8,5,0.0,94.962,7.18,Medium
CA-2012-111458,2012-09-26,9/30/12,Standard Class,PF-19165,Philip Fox,Consumer,New York City,New York,United States,10035.0,US,East,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,50.0,2,0.0,12.0,7.14,High
US-2012-160857,2012-05-08,5/15/12,Standard Class,NW-18400,Natalie Webber,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,3,0.0,30.1872,7.01,Medium
ES-2012-3495013,2012-11-05,11/10/12,Standard Class,JD-16150,Justin Deggeller,Corporate,London,England,United Kingdom,,EU,North,OFF-AR-10003377,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",217.512,8,0.1,14.472,6.87,Medium
CA-2012-143105,2012-12-10,12/10/12,Same Day,MA-17560,Matt Abelman,Home Office,New York City,New York,United States,10024.0,US,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",41.28,6,0.0,18.9888,6.74,High
CA-2012-110667,2012-04-04,4/8/12,Standard Class,NF-18595,Nicole Fjeld,Home Office,New York City,New York,United States,10009.0,US,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0.0,22.764,6.58,Medium
US-2012-127040,2012-12-06,12/10/12,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86,7,0.0,20.5114,6.54,High
MX-2012-167927,2012-06-06,6/10/12,Standard Class,TS-21610,Troy Staebel,Consumer,Santa Clara,Villa Clara,Cuba,,LATAM,Caribbean,FUR-CH-10001282,Furniture,Chairs,"Hon Bag Chairs, Adjustable",63.52,2,0.0,14.6,6.54,Medium
US-2012-126977,2012-09-17,9/23/12,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,94.6,4,0.0,27.434,6.37,Medium
IT-2012-5214692,2012-09-03,9/6/12,First Class,HR-14770,Hallie Redmond,Home Office,London,England,United Kingdom,,EU,North,OFF-SU-10001813,Office Supplies,Supplies,"Kleencut Ruler, Easy Grip",27.324,2,0.1,-2.436,6.3,High
CA-2012-150196,2012-07-02,7/3/12,First Class,SR-20740,Steven Roelle,Home Office,New York City,New York,United States,10024.0,US,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,3,0.0,9.3312,6.24,Critical
ES-2012-2113350,2012-07-24,7/28/12,Second Class,OT-18730,Olvera Toch,Consumer,London,England,United Kingdom,,EU,North,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",96.12,4,0.1,19.2,6.2,Medium
CA-2012-111164,2012-04-11,4/15/12,Standard Class,SE-20110,Sanjit Engle,Consumer,New York City,New York,United States,10009.0,US,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,85.14,3,0.0,34.9074,6.18,Medium
IT-2012-5647122,2012-10-30,11/5/12,Standard Class,AB-10255,Alejandro Ballentine,Home Office,London,England,United Kingdom,,EU,North,OFF-AR-10003113,Office Supplies,Art,"Binney & Smith Pens, Blue",42.984,4,0.1,15.264,5.99,Low
CA-2012-141740,2012-11-01,11/5/12,Standard Class,JF-15490,Jeremy Farry,Consumer,New York City,New York,United States,10009.0,US,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,205.164,2,0.1,13.6776,5.99,Medium
CA-2012-161711,2012-11-28,12/3/12,Standard Class,MC-17425,Mark Cousins,Corporate,New York City,New York,United States,10035.0,US,East,OFF-EN-10001539,Office Supplies,Envelopes,Staples,62.24,8,0.0,29.2528,5.93,Medium
ES-2012-4687979,2012-09-01,9/5/12,Standard Class,SD-20485,Shirley Daniels,Home Office,London,England,United Kingdom,,EU,North,OFF-FA-10001113,Office Supplies,Fasteners,"OIC Push Pins, Assorted Sizes",44.496,4,0.1,4.896,5.91,High
CA-2012-120810,2012-07-23,7/27/12,Standard Class,TH-21550,Tracy Hopkins,Home Office,New York City,New York,United States,10009.0,US,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,68.94,3,0.0,20.682,5.7,Medium
US-2012-127040,2012-12-06,12/10/12,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,United States,10009.0,US,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,4,0.0,42.1504,5.61,High
MX-2012-166485,2012-09-11,9/14/12,Second Class,SC-20845,Sung Chung,Consumer,Santa Clara,Villa Clara,Cuba,,LATAM,Caribbean,OFF-EN-10003636,Office Supplies,Envelopes,"Jiffy Peel and Seal, Security-Tint",29.88,2,0.0,7.44,5.59,Critical
CA-2012-110814,2012-12-05,12/9/12,Second Class,BD-11635,Brian Derr,Consumer,New York City,New York,United States,10009.0,US,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",164.646,3,0.1,12.8058,5.49,Medium
US-2012-160857,2012-05-08,5/15/12,Standard Class,NW-18400,Natalie Webber,Consumer,New York City,New York,United States,10024.0,US,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764,2,0.1,21.294,5.4,Medium
CA-2012-164623,2012-10-20,10/22/12,First Class,MS-17770,Maxwell Schwartz,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10000249,Office Supplies,Paper,Staples,24.56,2,0.0,11.5432,5.27,High
CA-2012-164441,2012-11-08,11/13/12,Standard Class,AC-10450,Amy Cox,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,52.272,11,0.2,17.6418,5.25,Medium
ES-2012-1217718,2012-11-27,12/2/12,Standard Class,MS-17980,Michael Stewart,Corporate,London,England,United Kingdom,,EU,North,OFF-BI-10003763,Office Supplies,Binders,"Ibico Index Tab, Economy",84.321,9,0.1,22.221,5.09,Medium
CA-2012-109512,2012-03-05,3/5/12,Same Day,LF-17185,Luke Foster,Consumer,New York City,New York,United States,10011.0,US,East,OFF-EN-10002621,Office Supplies,Envelopes,Staples,29.34,3,0.0,14.67,5.0,Critical
CA-2012-142734,2012-04-16,4/21/12,Standard Class,DM-13345,Denise Monton,Corporate,New York City,New York,United States,10024.0,US,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,127.764,2,0.1,2.8392,4.93,Medium
CA-2012-148712,2012-04-17,4/23/12,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,United States,10035.0,US,East,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.852,4.77,Medium
CA-2012-110667,2012-04-04,4/8/12,Standard Class,NF-18595,Nicole Fjeld,Home Office,New York City,New York,United States,10009.0,US,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911,4.64,Medium
ES-2012-5823618,2012-07-04,7/10/12,Standard Class,MG-17890,Michael Granlund,Home Office,London,England,United Kingdom,,EU,North,OFF-PA-10001650,Office Supplies,Paper,"Xerox Message Books, Premium",54.999,3,0.1,21.969,4.63,Medium
ES-2012-5805673,2012-07-25,7/30/12,Standard Class,SC-20575,Sonia Cooley,Consumer,London,England,United Kingdom,,EU,North,OFF-PA-10000450,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",213.759,7,0.1,73.479,4.56,Medium
CA-2012-105102,2012-09-15,9/19/12,Second Class,BM-11575,Brendan Murry,Corporate,New York City,New York,United States,10035.0,US,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,1,0.2,1.1596,4.55,Medium
CA-2012-142055,2012-05-08,5/10/12,First Class,AB-10255,Alejandro Ballentine,Home Office,New York City,New York,United States,10009.0,US,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2,0.0,18.2112,4.5,Critical
CA-2012-131338,2012-08-09,8/12/12,First Class,NP-18325,Naresj Patel,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456,4.47,Medium
CA-2012-137897,2012-11-14,11/19/12,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,United States,10035.0,US,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.9,2,0.0,23.96,4.4,Medium
CA-2012-164084,2012-09-07,9/12/12,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,90.0,5,0.0,16.2,4.4,Medium
IT-2012-3646834,2012-01-16,1/21/12,Standard Class,HK-14890,Heather Kirkland,Corporate,London,England,United Kingdom,,EU,North,OFF-ST-10003305,Office Supplies,Storage,"Rogers Box, Blue",64.719,3,0.1,-5.841,4.17,Medium
ES-2012-1439705,2012-06-25,7/1/12,Standard Class,CM-12715,Craig Molinari,Corporate,London,England,United Kingdom,,EU,North,OFF-BI-10002354,Office Supplies,Binders,"Acco Binder, Clear",39.447,3,0.1,10.017,4.11,Low
CA-2012-148712,2012-04-17,4/23/12,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.296,13,0.2,21.0249,4.1,Medium
ES-2012-1208415,2012-09-05,9/6/12,First Class,BP-11050,Barry Pond,Corporate,London,England,United Kingdom,,EU,North,OFF-AR-10002113,Office Supplies,Art,"Boston Highlighters, Easy-Erase",17.226,1,0.1,2.286,4.09,High
CA-2012-118227,2012-04-24,4/28/12,Standard Class,DB-13270,Deborah Brumfield,Home Office,New York City,New York,United States,10009.0,US,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0.0,7.5371,4.02,High
ES-2012-5238758,2012-12-17,12/23/12,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,London,England,United Kingdom,,EU,North,OFF-AR-10000444,Office Supplies,Art,"BIC Highlighters, Blue",85.185,5,0.1,28.335,4.0,Medium
ES-2012-5070100,2012-11-19,11/21/12,First Class,JM-15865,John Murray,Consumer,London,England,United Kingdom,,EU,North,OFF-BI-10000121,Office Supplies,Binders,"Cardinal Index Tab, Clear",12.096,2,0.1,4.296,3.97,Critical
ES-2012-5823618,2012-07-04,7/10/12,Standard Class,MG-17890,Michael Granlund,Home Office,London,England,United Kingdom,,EU,North,OFF-EN-10002015,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, with clear poly window",44.874,2,0.1,-2.526,3.95,Medium
ES-2012-2058076,2012-09-20,9/22/12,Second Class,AB-10150,Aimee Bixby,Consumer,London,England,United Kingdom,,EU,North,OFF-BI-10003281,Office Supplies,Binders,"Ibico Binder, Recycled",42.768,3,0.1,-0.972,3.86,High
CA-2012-108588,2012-01-05,1/10/12,Standard Class,BG-11695,Brooke Gillingham,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752,3.85,Medium
CA-2012-164084,2012-09-07,9/12/12,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,3,0.0,18.9702,3.81,Medium
IT-2012-5647122,2012-10-30,11/5/12,Standard Class,AB-10255,Alejandro Ballentine,Home Office,London,England,United Kingdom,,EU,North,OFF-ST-10001091,Office Supplies,Storage,"Smead Box, Industrial",30.375,3,0.1,-0.675,3.76,Low
CA-2012-139584,2012-08-24,8/28/12,Standard Class,EM-13810,Eleni McCrary,Corporate,New York City,New York,United States,10009.0,US,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,2,0.0,11.7,3.76,High
ES-2012-5805673,2012-07-25,7/30/12,Standard Class,SC-20575,Sonia Cooley,Consumer,London,England,United Kingdom,,EU,North,OFF-EN-10003630,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Set of 50",62.424,4,0.1,11.784,3.72,Medium
ES-2012-1208415,2012-09-05,9/6/12,First Class,BP-11050,Barry Pond,Corporate,London,England,United Kingdom,,EU,North,OFF-AR-10004115,Office Supplies,Art,"Sanford Markers, Blue",62.775,3,0.1,6.255,3.68,High
